Node ID,Degree,Modularity class,Betweenness centrality,Closeness centrality
"TARSKI, ALFRED",27,5,0.003478,0.338858
"TAYLOR, ALAN DANA",13,5,0.001139,0.339266
"TAYLOR, HERBERT",27,4,0.002405,0.343163
"TAYLOR, SAMUEL JAMES",29,3,0.003263,0.340237
"TENENBAUM, GERALD",50,3,0.003696,0.342409
"TETALI, PRASAD VENKATA SITARAMA VARA",99,10,0.010469,0.351104
"THOMASSEN, CARSTEN",89,10,0.007102,0.352553
"TIJDEMAN, ROBERT",53,3,0.004933,0.341719
"TOTH, JANOS T.",21,3,0.001294,0.339426
"TOTIK, VILMOS",48,8,0.005511,0.340047
"TOVEY, CRAIG AARON",92,5,0.014346,0.343582
"TROTTER, WILLIAM THOMAS",80,10,0.006664,0.357825
"TURAN, PAL",23,10,0.001325,0.339866
"TURK, JOHANNES WILHELMUS MARIA (JAN",2,10,0.000015,0.33836
"TUTTE, WILLIAM THOMAS",16,5,0.000981,0.341466
"TUZA, ZSOLT",226,10,0.026389,0.365353
"ULAM, STANISLAW MARCIN",30,5,0.00351,0.342206
"URBANIK, KAZIMIERZ",29,9,0.003657,0.339276
"VAALER, JEFFREY DAVID",36,3,0.004222,0.339476
"VALTR, PAVEL",80,10,0.008532,0.343654
"VAN KAMPEN, EGBERTUS RUDOLF",5,8,0.00026,0.338907
"VAN LINT, JACOBUS HENDRICUS",64,10,0.006818,0.343859
"VARMA, ARUN KUMAR",23,8,0.002502,0.339516
"VAUGHAN, ROBERT CHARLES",23,3,0.00155,0.34081
"VAZSONYI, ANDREW* (WEISZFELD, ENDRE",6,10,0.000742,0.33844
"VERTESI, PETER O. H.",29,8,0.002536,0.339716
"VESZTERGOMBI, KATALIN L.",9,10,0.0001,0.340408
"VIJAYAN, KAIPILLIL",32,10,0.004592,0.339556
"VINCZE, ISTVAN",24,9,0.002185,0.340227
"VOLKMANN, BODO",9,9,0.000953,0.338559
"WAGSTAFF, SAMUEL STANDFIELD, JR.",32,3,0.002815,0.34077
"WANG, JIAN-FANG",65,10,0.008256,0.342125
"WEAKLEY, WILLIAM DOUGLAS",21,10,0.001126,0.340579
"WEISS, GARY LYNN",17,5,0.002367,0.339166
"WEST, DOUGLAS BRENT",202,10,0.021248,0.357559
"WILLIAMSON, ALAN GLYNNE",8,10,0.000435,0.339266
"WILSON, RICHARD MICHAEL",42,10,0.002909,0.346598
"WILSON, ROBIN JAMES",30,10,0.00305,0.340217
"WINKLER, PETER MANN",120,10,0.011733,0.356553
"WINTNER, AUREL FRIEDRICH",16,8,0.001919,0.339017
"WORMALD, NICHOLAS CHARLES",124,10,0.012272,0.359701
"YAO, FOONG FRANCES",53,10,0.005148,0.34175
"ZAKS, ABRAHAM",8,8,0.000908,0.33848
"ZAKS, SHMUEL",83,4,0.010436,0.343767
"ZALCSTEIN, YECHEZKEL",17,10,0.001776,0.339316
"ZAREMBA, STANISLAW KRYSTYN",11,10,0.001029,0.338688
"ZHANG, ZHEN XIANG",7,10,0.000797,0.33846
"ZIV, ABRAHAM",11,1,0.00156,0.338549
"Aull, Charles E.",1,10,0,0.253841
"Brown, Ezra A.",1,10,0,0.253841
"Dierker, Paul F.",2,10,0.000001,0.254575
"Exoo, Geoffrey",6,5,0.000122,0.275918
"Gardner, Ben",2,10,0.000002,0.257531
"Hare, Donovan R.",3,10,0.000016,0.276739
"Katchalski, Meir",8,10,0.000132,0.289603
"Liu, Andy C. F.",5,10,0.000071,0.279218
"Pareek, Chandra Mohan",4,10,0.000011,0.269006
"Riddell, James",3,10,0.000003,0.256364
"Smuga-Otto, M. J.",1,10,0,0.253841
"Suryanarayana, D.",3,3,0.00001,0.26357
"Toft, Bjarne",6,10,0.000023,0.269238
"Wang, Edward Tzu Hsia",2,10,0.000001,0.254772
"Williams, Emlyn R.",1,10,0,0.253841
"Zhou, Bing^1",4,10,0.00001,0.279754
"Alspach, Brian R.",9,10,0.000131,0.27059
"Ao, Suqin",1,10,0,0.253808
"CHVATAL, VACLAV (VASEK)",20,10,0.000907,0.305556
"Duffus, Dwight A.",17,10,0.000324,0.295185
"Dyer, Danny",1,10,0,0.253808
"Ferneyhough, Sheila",1,10,0,0.253808
"Fisher, J. Chris",2,10,0.000005,0.25524
"Fulman, Jason E.",2,10,0.000016,0.257244
"Grimson, W. Eric L.",1,10,0,0.253808
"Haas, Ruth",1,10,0,0.253808
"Hanson, Diane",1,10,0,0.253808
"Hanson, John",1,10,0,0.253808
"Jorgensen, Leif Kjaer",2,10,0.000002,0.258414
"Li, Xiang Wen",2,10,0.000001,0.254795
"Loten, Cynthia O. M.",2,10,0.000003,0.261106
"MacGillivray, Gary",2,10,0.000003,0.261106
"Maeers, Mhairi (Vi)",1,10,0,0.253808
"Robinson, Gordon C.",1,10,0,0.253808
"Seyffarth, Karen",2,10,0.000003,0.261106
"Strayer, Heidi J.",2,10,0.000021,0.261758
"Wang, Ping^1",2,10,0.000007,0.255903
"Weston, J. Harley",1,10,0,0.253808
"Yang, Bo Ting",1,10,0,0.253808
"Youngs, Dale A.",1,10,0,0.253808
"Borwein, David",1,10,0,0.255336
"DeVore, Ronald A.",5,8,0.000024,0.263131
"Goldberg, Seymour",1,10,0,0.255336
"Jakimovski, Amnon",4,8,0.000006,0.258844
"Keeler, Emmett B.",2,10,0.000001,0.268918
"Leindler, Laszlo",2,10,0,0.255971
"Mycielski, Jan",9,9,0.000217,0.26995
"Pounder, James R.",4,10,0.000003,0.258983
"Steel, Michael Anthony",4,10,0.000004,0.26978
"Tzimbalario, Jean (Sidon)",3,8,0.000004,0.257773
"Willett, Douglas B.",1,10,0,0.255336
"Wong, James S. W.",1,10,0,0.255336
"Bedrosian, Samuel D.",1,10,0,0.255937
"Beineke, Lowell Wayne",15,10,0.000266,0.282177
"Dale, Mark R. T.",1,10,0,0.255937
"Goldberg, Myron",1,10,0,0.255937
"Holshouser, Arthur L.",1,10,0,0.255937
"Jucovic, Ernest",2,10,0.000003,0.257342
"Lakser, Harry",2,10,0.000001,0.256489
"Mendelsohn, Nathan Saul",1,10,0,0.255937
"Nara, Chie",3,10,0.00001,0.273277
"Prodinger, Helmut",2,3,0.000011,0.259777
"Reiter, Harold",1,10,0,0.255937
"Shuai, Zhisheng",1,10,0,0.255937
"Sobel, Milton",1,10,0,0.255937
"Tazawa, Shinsei",1,10,0,0.255937
"van den Driessche, Pauline",1,10,0,0.255937
"Yang, Laura L. M.",1,10,0,0.255937
"Bercov, Ronald D.",1,10,0,0.254755
"Butchart, John H.",1,10,0,0.254755
"Carlitz, Leonard",7,3,0.000057,0.266914
"Lambek, Joachim",3,5,0.000002,0.256181
"Lorch, Lee",2,8,0.000003,0.256632
"MacLeod, Robert Allister",2,10,0.000001,0.255676
"Macon, Nathaniel",1,10,0,0.254755
"Miksa, Francis L.",1,10,0,0.254755
"Morrish, A.",1,10,0,0.254755
"Murdeshwar, Mangesh G.",1,10,0,0.254755
"Whitney, Eoin Laird",1,10,0,0.254755
"Wyman, Max",1,10,0,0.254755
"Zayachkowski, W.",1,10,0,0.254755
"Birkenhead, Ralph",1,10,0,0.256929
"Boroczky, Karoly, Jr.",6,10,0.000035,0.272605
"Dauzere-Peres, Stephane",1,10,0,0.256929
"Delhomme, Christian",1,10,0,0.256929
"Droste, Manfred",2,5,0.000006,0.26087
"Giraudet, Michele",1,10,0,0.256929
"Gueret, Christelle",1,10,0,0.256929
"Hahn, Gena",7,10,0.000045,0.277993
"Imrich, Wilfried",7,10,0.000039,0.279151
"Kaiser, Hans K.",2,10,0.000001,0.257359
"Koh, Khee Meng",5,10,0.000022,0.260081
"Kuich, Werner",1,10,0,0.256929
"Laflamme, Claude",4,5,0.000076,0.268074
"Laviolette, Francois",2,10,0,0.260128
"Macpherson, Hugh Dugald",3,10,0.00005,0.265733
"Martinez, Sergio",1,10,0,0.256929
"Mati, Yazid",1,10,0,0.256929
"Nguyen Van The, Lionel",1,10,0,0.256929
"Poschel, Reinhard",1,10,0,0.256929
"Pouzet, Maurice",6,10,0.000038,0.267663
"Sagi, Gabor",2,5,0.000006,0.26087
"Sands, Bill (George William)",5,10,0.000045,0.278215
"Sapir, Mark V.",1,10,0,0.256929
"Stone, Michael G.",3,10,0.000001,0.25771
"Urbanek, Friedrich J.",1,10,0,0.256929
"Volkov, Michael V.",1,10,0,0.256929
"Vuksanovic, Vojkan",1,10,0,0.256929
"Wang, Hong^3",4,10,0.000003,0.267124
"Weedmark, R. H.",1,10,0,0.256929
"Woess, Wolfgang",3,10,0.000008,0.265311
"Woodrow, Robert E.",7,10,0.000094,0.282987
"Zaguia, Imed",1,10,0,0.256929
"Zhu, Xuding",11,10,0.000142,0.287402
"Beth, Thomas",2,10,0.000003,0.259508
"Brickell, Ernest F.",4,10,0.000082,0.271214
"Davis, James Avery",3,10,0,0.273374
"Ehrenfeucht, Andrzej",4,9,0.000006,0.264186
"Holdridge, Diane B.",1,10,0,0.255835
"Ingemarsson, Ingemar",1,10,0,0.255835
"Jackson, Wen-Ai",1,10,0,0.255835
"Knobloch, Hans-Joachim",1,10,0,0.255835
"Martin, Keith M.",2,10,0.000005,0.258652
"Meadows, Catherine A.",2,10,0,0.256575
"Moore, Judy Hennessey",1,10,0,0.255835
"Norris, Michael J.",1,10,0,0.255835
Otten Marcus,1,10,0,0.255835
"Slater, Peter John",15,10,0.000639,0.285799
"Steck, George P.",1,10,0,0.255835
"Studier, James A.",2,10,0,0.256575
"Wetzel, John E.",5,10,0.000029,0.272818
"Wichmann, Peer",1,10,0,0.255835
"Agarwal, Ashok Kumar^1",1,3,0,0.254255
"Aiello, Walter G.",2,3,0,0.254266
"Andrews, George W. Eyre",4,10,0.000006,0.256649
"Balasubramanian, Ramachandran",9,3,0.000115,0.261782
"Bressoud, David M.",1,3,0,0.254255
"Cook, T. J.",1,3,0,0.254255
"Diananda, Palahenedi Hewage",1,3,0,0.254255
"Fabrykowski, Jacek",2,8,0.000005,0.255229
"Feng, Y. K.",1,3,0,0.254255
"Gioia, Anthony A.",1,3,0,0.254255
"Harris, Vincent C.",1,3,0,0.254255
"Hirschhorn, Michael D.",2,3,0.000002,0.25457
"Ismail, Mourad El-Houssieny",4,10,0.000022,0.259853
"Newberry, R. S.",1,3,0,0.254255
Padmavathamma,1,3,0,0.254255
"Ramanathan, Kollagunta G.",1,3,0,0.254255
"Reddy, Dandala R. K.",1,3,0,0.254255
"Robbins, Neville",2,3,0.000011,0.257554
"Sitaramachandra Rao, Rudrabhatla",2,3,0,0.255727
"Sitaramaiah, Varanasi",2,3,0.000004,0.256136
"Siva Rama Prasad, Vangala",1,3,0,0.254255
"Smith, Robert Arnold",4,3,0.000015,0.25609
"Subrahmanya Sastri, V. V.",1,3,0,0.254255
"Sugunamma, M.",1,3,0,0.254255
"Verma, Arun^1",1,3,0,0.254255
"Vidyasagar, Mathukumalli",1,3,0,0.254255
"Wang, Yuan^1",2,3,0.000008,0.258079
"Warren, Leroy J.",2,3,0.000002,0.254575
"Weber, J. M.",1,3,0,0.254255
"Yip, Lee-Wah",1,3,0,0.254255
"Abbas, Ali E.",1,9,0,0.254065
"Aczel, S.",1,9,0,0.254065
"Alsina Catala, Claudi",1,9,0,0.254065
"Baker, John A.",2,9,0.000002,0.254098
"Beckenbach, Edwin F.",2,8,0.000005,0.254367
"Beda, Gyula",1,9,0,0.254065
"Belousov, Valentin Danilovich",1,9,0,0.254065
"Benz, Walter",1,9,0,0.254065
"Berg, Lothar",1,9,0,0.254065
"Boros, Zoltan",1,9,0,0.254065
"Chudziak, Jacek",1,9,0,0.254065
"Daroczy, Zoltan",3,3,0.000025,0.257716
"Dhombres, Jean G.",1,9,0,0.254065
"Djokovic, Dragomir Z.",1,9,0,0.254065
"Egervary, Jeno",2,10,0.000003,0.254772
"Eichhorn, Wolfgang",1,9,0,0.254065
"Ertel, Wolfgang",1,9,0,0.254065
"Falmagne, Jean-Claude",2,10,0.000016,0.259065
"Feferman, Solomon",1,9,0,0.254065
"Fenyo, Istvan",1,9,0,0.254065
"Fischer, Pal",1,9,0,0.254065
"Fladt, Kuno",1,9,0,0.254065
"Forte, Bruno",1,9,0,0.254065
"Fuchs, Ladislas",1,9,0,0.254065
"Gati, Jozsef",1,9,0,0.254065
"Gehrig, Wilhelm",1,9,0,0.254065
"Ger, Roman",1,9,0,0.254065
"Ghermanescu, Mihail",1,9,0,0.254065
"Gilanyi, Attila",1,9,0,0.254065
"Girgensohn, Roland",2,10,0.000031,0.257129
"Golab, Stanislaw",2,3,0.000013,0.257958
"Gronau, Detlef",1,9,0,0.254065
"Haruki, Hiroshi",2,9,0.000006,0.254199
"Haruki, Shigeru",1,9,0,0.254065
"Heller, Jurgen",1,9,0,0.254065
"Horvath, Jean",1,9,0,0.254065
"Hosszu, Miklos",2,9,0,0.261112
"Janossy, Lajos",2,9,0,0.255054
"Jarai, Antal, Sr.",3,3,0.000021,0.256039
"Kalmar, Laszlo",3,10,0.000006,0.262736
"Kannappan, Palaniappan",2,10,0.000017,0.260575
"Kardos, Peter",1,9,0,0.254065
"Kiesewetter, Helmut",1,9,0,0.254065
"Kuczma, Marek",2,9,0.000062,0.257101
"Losonczi, Laszlo",2,3,0.000013,0.257958
"Luce, R. Duncan",2,10,0.000016,0.259065
"Lundberg, Anders",1,9,0,0.254065
"Maksa, Gyula",2,3,0.000006,0.255014
"Marley, Anthony A. J.",1,9,0,0.254065
"McKiernan, Michel A.",1,9,0,0.254065
"Mikusinski, Jan G.",4,9,0.000034,0.25842
"Moszner, Zenon",1,9,0,0.254065
"Nath, Prem",1,9,0,0.254065
"Ng, Che That",1,9,0,0.254065
"Ostrowski, Alexander M.",1,9,0,0.254065
"Paganoni, Luigi",1,9,0,0.254065
"Pales, Zsolt",1,9,0,0.254065
"Pfanzagl, Johann",1,9,0,0.254065
"Pfingsten, Andreas",1,9,0,0.254065
"Pickert, Gunter",1,9,0,0.254065
"Rado, Francisc",1,9,0,0.254065
"Roberts, Fred S.",6,10,0.000362,0.285906
"Rosenbaum, Zangwill Samuel",1,9,0,0.254065
"Rote, Gunter",4,10,0.000081,0.26158
"Saaty, Thomas L.",2,10,0.000005,0.255829
"Sakovich, Gleb Nestorovich",1,9,0,0.254065
"Schwaiger, Jens",2,8,0.000004,0.254828
"Siwek, Edward",1,9,0,0.254065
"Skof, Fulvia",1,9,0,0.254065
"Taylor, Mark Adrian",1,9,0,0.254065
"Torok, Sandor",1,9,0,0.254065
"Varga, Otto",1,9,0,0.254065
"Vincze, Endre",1,9,0,0.254065
"Vranceanu, Gheorghe",1,9,0,0.254065
"Wagner, Carl G.",1,9,0,0.254065
"Wallace, Alexander Doniphan",1,9,0,0.254065
"Zhong, Ju Kang",1,9,0,0.254065
"Zubrzycki, Stefan",1,9,0,0.254065
"Alexits, Gyorgy",3,8,0.000018,0.25678
"Arato, Matyas",2,8,0.000001,0.255212
"Balatoni, Janos",1,9,0,0.254367
"Brody, Andras",1,9,0,0.254367
"Hajek, Jaroslav^1",1,9,0,0.254367
"Hajos, Gyorgy (Georg)",1,9,0,0.254367
"Hanisch, Herman",1,9,0,0.254367
"Hirsch, Warren M.",2,9,0.000012,0.257164
"Laha, Radha Govinda",1,9,0,0.254367
"Linnik, Yurii Vladimirovich",1,9,0,0.254367
"Lukacs, Eugene",1,9,0,0.254367
"Medgyessy, Pal",2,9,0,0.255076
"Palasti, Ilona",2,9,0.000005,0.268342
"Prekopa, Andras",5,9,0.00002,0.255994
"Pukanszky, Lajos",1,9,0,0.254367
"Redei, Laszlo",2,10,0,0.254738
"Renyi, Kato (Catherine)",2,10,0,0.254615
"Sulanke, Rolf",1,9,0,0.254367
"Szentagothai, Janos",1,9,0,0.254367
"Szentmartony, Tibor",1,9,0,0.254367
"Takacs, Lajos",1,9,0,0.254367
"Tettamanti, Karoly",2,9,0,0.255076
"Zergenyi, Erzsebet",1,9,0,0.254367
"Ziermann, Margit",1,9,0,0.254367
"Adams, William W.",1,10,0,0.260516
"Bellman, Richard Ernest",3,10,0.00001,0.261966
"Brizolis, Demetrios",1,10,0,0.260516
"Busemann, Herbert",3,10,0.000001,0.260816
"Cantor, David Geoffrey",3,10,0,0.263902
"Cayford, Afton H.",1,10,0,0.260516
"Diliberto, Stephen P.",1,10,0,0.260516
"Einstein, Albert",1,10,0,0.260516
"Estes, Dennis R.",1,10,0,0.260516
"Forsythe, George Elmer",2,10,0.000001,0.260769
"Goldberg, Karl",1,10,0,0.260516
"Goldberg, Moshe",1,10,0,0.260516
"Guralnick, Robert M.",6,10,0.000132,0.265189
"Halberg, Charles J. A., Jr.",1,10,0,0.260516
"Hales, Alfred W.",1,10,0,0.260516
"Harper, Lawrence H.",6,10,0.000082,0.285114
"Hilliker, David Lee",1,10,0,0.260516
"Kalisch, Gerhard K.",1,10,0,0.260516
"Kane, Vinay G.",1,10,0,0.260516
"Katz, Paul",1,10,0,0.260516
"Levin, Eugene",1,10,0,0.260516
"Lewis, Donald John",8,10,0.000032,0.2658
"Lockhart, Paul",1,10,0,0.260516
"Mann, Henry B.",3,10,0.000004,0.261562
"Mills, William H.",8,3,0.000128,0.273361
"Mohanty, Shreedhara Prasada",3,10,0.000013,0.261526
"Motzkin, Theodore S.",7,10,0.000162,0.277398
"Neidleman, Leon David",1,10,0,0.260516
"Newman, Morris A. P.",5,2,0.000021,0.264842
"O'Neill, Barrett",1,10,0,0.260516
"Payne, Thomas H.",1,10,0,0.260516
"Redheffer, Raymond M.",1,10,0,0.260516
"Rogers, Kenneth",2,10,0,0.260699
"Sacksteder, Richard",1,10,0,0.260516
"Sato, Daihachiro",2,10,0,0.260699
"Savage, John E.",2,4,0.00002,0.262509
"Schacher, Murray M.",2,10,0,0.260699
"Senge, Hans Georg",1,10,0,0.260516
"Smith, Paul",3,10,0.000002,0.260905
"Swift, Jonathan Dean",1,10,0,0.260516
"Taussky-Todd, Olga",2,10,0,0.261657
"Valentine, Frederick Albert",1,10,0,0.260516
"Dilcher, Karl",3,3,0.000004,0.263715
"Mori, Kenichi^2",1,3,0,0.253289
"Shoji, Toshiaki",1,3,0,0.253289
"Skula, Ladislav",1,3,0,0.253289
"Taniguchi, Tetsuya",1,3,0,0.253289
"Yamanaka, Masashi",1,3,0,0.253289
"Abrams, Aaron",2,10,0,0.261467
"Adhikari, Sukumar Das",3,3,0.000008,0.26177
"Alford, William Robert (Red)",2,3,0,0.263276
"Almkvist, Gert",1,3,0,0.258971
"Biro, Andras",3,3,0.000001,0.268642
"Blomer, Valentin",4,3,0.000006,0.261544
"Bombieri, Enrico",5,3,0.000034,0.267396
"Boston, Nigel",1,3,0,0.258971
"Brock, Bradley W.",1,3,0,0.258971
"Brudern, Jorg",3,3,0,0.260422
"Cai, Tian Xin",1,3,0,0.258971
"Cilleruelo Mateo, Javier",6,10,0.000159,0.272431
"Conrey, John Brian",2,8,0.00001,0.261639
"Croot, Ernest S., III",4,10,0.000016,0.268605
"Cutter, Pamela A.",1,3,0,0.258971
"Darmon, Henri",2,3,0,0.25994
"de la Breteche, Regis",3,3,0.000001,0.264077
"Devlin, Keith J.",2,3,0.000056,0.263788
"Donnelly, Steve",1,3,0,0.258971
"Elkies, Noam D.",4,2,0.000041,0.266975
"Enflo, Per H.",3,3,0.000008,0.262455
"Faber, Xander W. C.",1,3,0,0.258971
"Fee, Greg J.",1,3,0,0.258971
"Filaseta, Michael A.",9,3,0.000171,0.274558
"Fisher, Thomas Anthony",1,3,0,0.258971
"Friedlander, John B.",9,3,0.000146,0.267949
"Fung, Gilbert W.",1,3,0,0.258971
"Gouvea, Fernando Q.",1,3,0,0.258971
"Gronau, Hans-Dietrich O. F.",4,10,0.000027,0.274402
"Hartman, Alan",8,10,0.000084,0.26932
"Jimenez-Urroz, Jorge",2,3,0.000009,0.261271
"Kamienny, Sheldon",1,3,0,0.258971
"Katz, Ian",1,3,0,0.258971
"Kurlberg, Par M.",4,3,0.000045,0.265073
"Li, Shuguang^1",2,3,0,0.263276
"Martin, Gregory G.",3,3,0.000001,0.264077
"Mazur, Barry C.",1,3,0,0.258971
"Moisiadis, Alexandros",1,3,0,0.258971
"Mollin, Richard Anthony",1,3,0,0.258971
"Monagan, Michael B.",1,3,0,0.258971
"Narkiewicz, Wladyslaw",5,3,0.000031,0.266248
"Ono, Ken",3,3,0.000007,0.261331
"Pemantle, Robin",4,10,0.000072,0.268024
"Perelli, Alberto",5,3,0.00003,0.261942
"Pintz, Janos",12,10,0.000105,0.283036
"Pleasants, Peter Arthur Barry",3,3,0.000012,0.262103
"Poonen, Bjorn",4,2,0.000045,0.271981
"Powell, Barry J.",3,3,0.000016,0.260328
"Ramare, Olivier",2,3,0.000003,0.264447
"Rees, Rolf Stephen",6,10,0.000057,0.26775
"Roesler, Friedrich",1,3,0,0.258971
"Rogers, Nicholas Franklin",1,3,0,0.258971
"Rudnick, Zeev",1,3,0,0.258971
"Shank, Herbert S.",2,10,0.000003,0.260481
"Shiu, Daniel",1,3,0,0.258971
"Shiu, Peter",3,8,0.000008,0.259899
"Shparlinski, Igor E.",11,3,0.000618,0.286175
"Solymosi, Jozsef",7,10,0.000122,0.296376
"Soundararajan, Kannan",5,3,0.000097,0.26838
"Stark, Harold Mead",1,3,0,0.258971
"Sun, Qi^1",2,10,0.000002,0.259094
"Sun, Zhi Wei^1",1,3,0,0.258971
"te Riele, Herman J. J.",6,3,0.000188,0.27087
"Tucker, Thomas J.",1,3,0,0.258971
"Ubis, Adrian",2,3,0,0.277779
"van de Lune, Jan",1,3,0,0.258971
"Watkins, Mark James",1,3,0,0.258971
"Wigman, Igor",1,3,0,0.258971
"Williams, Hugh Cowie",5,10,0.00006,0.266273
"Wooley, Trevor D.",5,3,0.000005,0.26282
"Yu, Sheng^1",2,3,0,0.2612
"Zaharescu, Alexandru",2,3,0.000011,0.26004
"Zhu, Yiliang",1,3,0,0.258971
"Berger, Eli",4,10,0.000018,0.278322
"Berman, Abraham",1,10,0,0.257032
"Brochet, J.-M.",1,10,0,0.257032
"Censor, Yair",1,10,0,0.257032
"Charbit, Pierre",1,10,0,0.257032
"Chudnovsky, Maria",4,10,0.000008,0.267595
"Diestel, Reinhard",3,10,0.000032,0.266784
"Duchet, Pierre",3,10,0.000025,0.277605
"Fleiner, Tamas",2,10,0,0.258611
"Georgakopoulos, Agelos",2,10,0.000007,0.266494
"Gorelik, Irina",1,10,0,0.257032
"Hajnal, Peter",10,10,0.000218,0.285934
"Hallufgil, Erol",1,10,0,0.257032
"Hartman, Irith Ben-Arroyo",4,10,0.000053,0.262898
"Haxell, Penny E.",11,10,0.000095,0.284495
"Herman, Gabor T.",2,10,0,0.258611
"Howard, David Michael",2,10,0.000004,0.267074
"Keich, Uri",1,10,0,0.257032
"Kessler, Ofra",1,10,0,0.257032
"Kfir, Ori",2,10,0,0.260428
"Korman, Vladimir",1,10,0,0.257032
"Kotlar, Daniel",1,10,0,0.257032
"Kotlov, Andrew Valeri",2,10,0.000006,0.266698
"Kuba, Attila",1,10,0,0.257032
"Lee, Delman",1,10,0,0.257032
"Manber, Rachel",1,10,0,0.257032
"Maritz, Milton F.",1,10,0,0.257032
"Meshulam, Roy",9,10,0.000207,0.290179
"Nash-Williams, Crispin St. John Alvah",7,5,0.000315,0.275536
"Perlstein, Amitai",1,10,0,0.257032
"Prikry, Karel",7,5,0.000025,0.261621
"Saphar, Pierre David",1,10,0,0.257032
"Shore, Richard A.",2,10,0,0.257342
"Sprussel, Philipp",1,10,0,0.257032
"Szabo, Tibor",6,10,0.000048,0.283697
"Wajnryb, Bronislaw",3,8,0.000008,0.258252
"Zheng, Mao Lin",2,10,0.000004,0.258414
"Ziv, Ran",1,10,0,0.257032
"Comfort, William Wistar",4,5,0.000056,0.26547
"Corradi, Keresztely A.",2,3,0.000002,0.263288
"Foreman, Matthew D.",5,5,0.000001,0.26472
"Gerlits, Janos",1,10,0,0.261331
"Gratzer, George",5,10,0.000011,0.264192
"Juhasz, Istvan",6,5,0.000033,0.266784
"Kanamori, Akihiro",4,5,0.000005,0.264362
"Kelly, David",4,10,0.000008,0.272238
"Kertesz, Andor",1,10,0,0.261331
"Maass, Wolfgang",4,10,0.000001,0.279679
"Nagy, Zsigmond",2,10,0,0.263312
"Nemeti, Istvan",3,5,0.000006,0.262383
"Petruska, Gyorgy",4,10,0.000017,0.268911
"Pudlak, Pavel",13,10,0.000116,0.290654
"Soukup, Lajos",4,10,0.000001,0.272058
"Szalkai, Istvan",5,10,0.000041,0.272947
"Szentmiklossy, Zoltan",4,3,0.000059,0.265555
"Todorcevic, Stevo B.",3,5,0,0.264338
"Turan, Gyorgy",10,10,0.000027,0.283948
"Weiss, William A. R.",3,10,0,0.263546
"Adler, Ilan",2,10,0.000031,0.276633
"Antosiewicz, Henry A.",1,10,0,0.255608
"Barnes, Earl R.",1,10,0,0.255608
"Bein, Wolfgang W.",1,10,0,0.255608
"Berge, Claude",5,10,0.00002,0.268211
"Boros, Endre",4,10,0.000092,0.273516
"Brayton, Robert King",1,10,0,0.255608
"Brualdi, Richard A.",10,10,0.000487,0.290354
"Brucker, Peter J.",1,10,0,0.255608
"Buckley, Fred",4,10,0.000034,0.269994
"Camion, Paul F.",2,10,0.000017,0.258594
"Cao, Da Song",2,10,0,0.26342
"Coppersmith, Don",10,10,0.000451,0.296865
"Crama, Yves",4,10,0.00004,0.265439
"Dantzig, George Bernard",1,10,0,0.255608
"de Werra, Dominique",3,10,0.000016,0.266846
"Denardo, Eric V.",1,10,0,0.255608
"Dietrich, Brenda L.",1,10,0,0.255608
"Donath, W. E.",1,10,0,0.255608
"Eaves, B. Curtis",1,10,0,0.255608
"Faigle, Ulrich",4,10,0.000034,0.271955
"Fan, Ky",2,8,0.000012,0.256193
"Fulkerson, Delbert Ray",1,10,0,0.255608
"Gaddum, Jerry W.",1,10,0,0.255608
"Gaillard, Arlette",1,10,0,0.255608
"Gale, David",1,10,0,0.255608
"Gilmore, Paul Carl",1,10,0,0.255608
"Glicksberg, Irving",1,10,0,0.255608
"Goffin, Jean-Louis",1,10,0,0.255608
"Golub, Gene Howard",1,10,0,0.255608
"Gomory, Ralph E.",1,10,0,0.255608
"Groeflin, Heinz",1,10,0,0.255608
"Guler, Osman",1,10,0,0.255608
"Haynsworth, Emilie V.",1,10,0,0.255608
"Held, Michael",1,10,0,0.255608
"Heller, Isidore",1,10,0,0.255608
"Hershkowitz, Daniel",2,8,0.00001,0.256734
"Hofmeister, Michael",1,10,0,0.255608
"Hosoya, Haruo^1",3,10,0.000023,0.278881
"Howes, Leonard",1,10,0,0.255608
"Hsu, N. C.",1,10,0,0.255608
"Hu, Hui^1",1,10,0,0.255608
"Hu, Te Chiang",2,10,0.000024,0.267087
"Jacobs, Walter",1,10,0,0.255608
"Jamil, Basharat A.",1,10,0,0.255608
"Jenkins, Kate",1,10,0,0.255608
"Joffe, Peter",1,10,0,0.255608
"Johnson, Ellis Lane",3,8,0.000079,0.260445
"Karp, Richard M.",8,10,0.000406,0.295935
"Kern, Walter",3,10,0.00002,0.267043
"Kolen, Antoon W. J.",2,10,0.000016,0.257808
"Kruskal, Joseph B., Jr.",1,10,0,0.255608
"Kuhn, Harold W.",1,10,0,0.255608
"Lee, Carl W.",1,10,0,0.255608
"Lee, Jon^2",1,10,0,0.255608
"MacKenzie, Todd A.",1,10,0,0.255608
"Mahadev, Nadimpalli V. R.",2,10,0,0.26342
"Mannos, Murray",1,10,0,0.255608
"Markowitz, Harry M.",1,10,0,0.255608
"Martin, Michael S.",1,10,0,0.255608
"McAndrew, M. H.",1,10,0,0.255608
"McCormick, S. Thomas",1,10,0,0.255608
"McKenzie, Todd",1,10,0,0.255608
"Micchelli, Charles A.",4,8,0.000095,0.258716
"Oppenheim, Rosa",1,10,0,0.255608
